username,category,reserved_reason,reservation_policy,source_label,priority,is_active,requires_identity_verification
cx,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
cxofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
cxr,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
cxrofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
cy,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
cym,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
cymofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
cyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
cyp,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
cypofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
cyprus,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
cyprusofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
cz,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
cze,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
czechia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
czechiaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
czechrepublic,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
czechrepublicofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
czeofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
czofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
democraticpeoplesrepublicofkor,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
democraticrepublicofsaotomeand,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
democraticrepublicoftimorleste,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
democraticsocialistrepublicofs,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
denmark,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
denmarkofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
deofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
deu,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
deuofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dj,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dji,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
djibouti,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
djiboutiofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
djiofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
djofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dk,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dkofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dma,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dmaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dmofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dnk,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dnkofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
do,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dom,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dominica,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dominicanrepublic,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dominicanrepublicofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dominicaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
domofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
doofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dz,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dza,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
dzaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
dzofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
easternrepublicofuruguay,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
easternrepublicofuruguayoffici,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ec,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ecofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ecu,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ecuador,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ecuadorofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ecuofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ee,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
eeofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
eg,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
egofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
egy,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
egyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
egypt,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
egyptofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
eh,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ehofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
elsalvador,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
elsalvadorofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
equatorialguinea,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
equatorialguineaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
er,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
eri,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
eriofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
eritrea,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
eritreaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
erofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
es,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
esh,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
eshofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
esofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
esp,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
espofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
est,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
estofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
estonia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
estoniaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
eswatini,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
eswatiniofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
et,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
eth,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ethiopia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ethiopiaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ethofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
etofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
falklandislandsmalvinas,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
falklandislandsmalvinasofficia,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
faroeislands,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
faroeislandsofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
federaldemocraticrepublicofeth,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
federaldemocraticrepublicofnep,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
federalrepublicofgermany,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
federalrepublicofgermanyoffici,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
federalrepublicofnigeria,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
federalrepublicofnigeriaoffici,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
federalrepublicofsomalia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
federalrepublicofsomaliaoffici,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
federatedstatesofmicronesia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
federatedstatesofmicronesiaoff,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
federativerepublicofbrazil,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
federativerepublicofbraziloffi,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fi,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fiji,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fijiofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fin,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
finland,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
finlandofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
finofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fiofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fj,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fji,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fjiofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fjofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fk,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fkofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
flk,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
flkofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fm,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fmofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fo,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
foofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fr,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fra,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
france,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
franceofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fraofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
frenchguiana,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
frenchguianaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
frenchpolynesia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
frenchpolynesiaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
frenchrepublic,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
frenchrepublicofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
frenchsouthernterritories,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
frenchsouthernterritoriesoffic,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fro,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
frofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
froofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
fsm,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
fsmofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gab,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gabofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gabon,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gaboneserepublic,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gaboneserepublicofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gabonofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gambia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gambiaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gb,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gbofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gbr,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gbrofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gd,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gdofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
geo,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
geoofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
germany,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
germanyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gf,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gfofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gg,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ggofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ggy,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ggyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gh,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gha,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ghana,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ghanaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ghaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ghofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gi,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gib,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gibofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gibraltar,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gibraltarofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gin,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ginofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
giofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gl,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
glofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
glp,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
glpofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gm,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gmb,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gmbofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gmofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gn,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gnb,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gnbofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gnofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gnq,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gnqofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gp,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gpofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gq,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gqofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gr,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
grandduchyofluxembourg,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
grandduchyofluxembourgofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
grc,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
grcofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
grd,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
grdofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
greece,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
greeceofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
greenland,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
greenlandofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
grenada,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
grenadaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
grl,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
grlofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
grofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gs,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gsofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gt,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gtm,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gtmofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gtofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guadeloupe,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
guadeloupeofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guatemala,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
guatemalaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guernsey,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
guernseyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guf,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gufofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guinea,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
guineabissau,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
guineabissauofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guineaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gum,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gumofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guy,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
guyana,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
guyanaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
guyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gw,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gwofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
gy,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
gyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
haiti,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
haitiofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hashemitekingdomofjordan,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hashemitekingdomofjordanoffici,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
heardislandandmcdonaldislands,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
heardislandandmcdonaldislandso,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hellenicrepublic,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hellenicrepublicofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hk,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hkg,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hkgofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hkofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hmd,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hmdofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hn,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hnd,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hndofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hnofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
holyseevaticancitystate,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
holyseevaticancitystateofficia,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
honduras,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hondurasofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hongkong,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hongkongofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hongkongspecialadministrativer,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hr,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hrofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hrv,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hrvofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ht,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hti,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
htiofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
htofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hu,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hun,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hungary,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
hungaryofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
hunofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
huofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
iceland,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
icelandofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
idn,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
idnofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
idofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ie,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ieofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ilofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
im,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
imn,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
imnofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
imofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ind,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
independentstateofpapuanewguin,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
independentstateofsamoa,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
independentstateofsamoaofficia,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
india,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
indiaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
indofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
indonesia,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
indonesiaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
inofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
io,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ioofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
iot,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
iotofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
iq,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
iqofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ir,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
iran,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
iranislamicrepublicof,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
iranislamicrepublicofofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
iranofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
iraq,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
iraqofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ireland,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
irelandofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
irl,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
irlofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
irn,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
irnofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
irofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
irq,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
irqofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
is,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
isl,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
islamicrepublicofafghanistan,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
islamicrepublicofafghanistanof,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
islamicrepublicofiran,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
islamicrepublicofiranofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
islamicrepublicofmauritania,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
islamicrepublicofmauritaniaoff,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
islamicrepublicofpakistan,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
islamicrepublicofpakistanoffic,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
isleofman,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
isleofmanofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
islofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
isofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
isr,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
israel,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
israelofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
isrofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
it,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ita,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
italianrepublic,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
italianrepublicofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
italy,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
italyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
itaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
itofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jam,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jamaica,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jamaicaofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jamofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
japan,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
japanofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
je,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jeofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jersey,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jerseyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jey,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jeyofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jm,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jmofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jo,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
joofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jor,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jordan,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jordanofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jorofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jp,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jpn,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
jpnofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
jpofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
kaz,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
kazakhstan,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
kazakhstanofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
kazofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
ke,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
ken,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
kenofficial,country,Official country/community namespace variant.,claimable,pycountry,76,True,True
kenya,country,Country or official geographic namespace.,claimable,pycountry,80,True,True
